=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2014.04.22 10:23:16 =~=~=~=~=~=~=~=~=~=~=~=
[22/04/14 - 10:23:16:459] Awake[22/04/14 - 10:23:16:527] 
Card initialised...[22/04/14 - 10:23:16:528] 
Timestamp,Air 1,Air 2,Temp 03,Temp 21,Temp 15,Surface,H
[22/04/14 - 10:23:16:710] umidity 03,Humidity 21,Humidity 15,Light 1,Light 2,LDR
[22/04/14 - 10:23:16:711] ,Sound,Current[22/04/14 - 10:23:16:711] 
22.4.2014 10:24:12  Ta:21.31,21.62  Th:21.10,20.68,20.63  Ts:2.39  RH:69.60,69.86,69.26  L:28,79,669  SPL:149  I:0.01[22/04/14 - 10:24:14:097] 
22.4.2014 10:24:15  Ta:21.31,21.62  Th:21.10,20.66,20.62  Ts:2.39  RH:69.50,69.89,69.28  L:39,84,674  SPL:154  I:0.01[22/04/14 - 10:24:16:997] 
22.4.2014 10:24:18  Ta:21.31,21.69  Th:21.10,20.65,20.60  Ts:2.39  RH:69.60,69.88,69.28  L:39,85,672  SPL:208  I:0.01[22/04/14 - 10:24:19:882] 
22.4.2014 10:24:21  Ta:21.31,21.62  Th:21.00,20.66,20.63  Ts:2.39  RH:69.50,69.86,69.28  L:39,85,674  SPL:180  I:0.01[22/04/14 - 10:24:22:772] 
22.4.2014 10:24:24  Ta:21.31,21.62  Th:21.00,20.66,20.62  Ts:2.39  RH:69.50,69.86,69.32  L:39,85,674  SPL:104  I:0.01[22/04/14 - 10:24:25:661] 
22.4.2014 10:24:26  Ta:21.31,21.69  Th:21.10,20.65,20.62  Ts:2.39  RH:69.60,69.89,69.31  L:39,80,672  SPL:175  I:0.01[22/04/14 - 10:24:28:548] 
22.4.2014 10:24:29  Ta:21.31,21.62  Th:21.00,20.64,20.60  Ts:2.39  RH:69.50,69.89,69.31  L:39,84,670  SPL:202  I:0.01[22/04/14 - 10:24:31:436] 
22.4.2014 10:24:32  Ta:21.31,21.62  Th:21.00,20.65,20.59  Ts:2.39  RH:69.50,69.91,69.37  L:39,85,674  SPL:58  I:0.01[22/04/14 - 10:24:34:337] 
22.4.2014 10:24:35  Ta:21.31,21.62  Th:21.00,20.65,20.63  Ts:2.39  RH:69.50,69.92,69.34  L:39,85,674  SPL:187  I:0.01[22/04/14 - 10:24:37:220] 
22.4.2014 10:24:38  Ta:21.31,21.62  Th:21.00,20.64,20.62  Ts:2.39  RH:69.50,69.92,69.37  L:39,84,672  SPL:103  I:0.01[22/04/14 - 10:24:40:108] 
22.4.2014 10:24:41  Ta:21.31,21.62  Th:21.10,20.64,20.59  Ts:2.39  RH:69.60,69.92,69.34  L:39,84,670  SPL:77  I:0.01[22/04/14 - 10:24:43:009] 
22.4.2014 10:24:44  Ta:21.31,21.56  Th:21.10,20.64,20.63  Ts:2.39  RH:69.60,69.91,69.37  L:39,82,670  SPL:172  I:0.01[22/04/14 - 10:24:45:894] 
22.4.2014 10:24:47  Ta:21.31,21.56  Th:21.00,20.65,20.61  Ts:2.39  RH:69.50,69.89,69.37  L:39,84,672  SPL:132  I:0.01[22/04/14 - 10:24:48:779] 
22.4.2014 10:24:50  Ta:21.25,21.56  Th:21.00,20.64,20.62  Ts:2.39  RH:69.50,69.87,69.34  L:39,85,668  SPL:20  I:0.01[22/04/14 - 10:24:51:679] 
22.4.2014 10:24:52  Ta:21.25,21.56  Th:21.00,20.65,20.62  Ts:2.39  RH:69.50,69.86,69.34  L:39,94,669  SPL:154  I:0.01[22/04/14 - 10:24:54:565] 
22.4.2014 10:24:55  Ta:21.25,21.56  Th:21.00,20.65,20.62  Ts:2.39  RH:69.50,69.82,69.31  L:39,93,671  SPL:125  I:0.01[22/04/14 - 10:24:57:450] 
22.4.2014 10:24:58  Ta:21.25,21.56  Th:21.00,20.64,20.59  Ts:2.39  RH:69.50,69.85,69.34  L:39,94,672  SPL:147  I:0.01[22/04/14 - 10:25:00:339] 
22.4.2014 10:25:01  Ta:21.25,21.56  Th:21.00,20.64,20.61  Ts:2.39  RH:69.50,69.83,69.31  L:39,93,672  SPL:48  I:0.01[22/04/14 - 10:25:03:228] 
22.4.2014 10:25:04  Ta:21.19,21.50  Th:21.00,20.65,20.59  Ts:2.39  RH:69.50,69.81,69.28  L:39,94,672  SPL:160  I:0.01[22/04/14 - 10:25:06:115] 
22.4.2014 10:25:07  Ta:21.19,21.50  Th:21.00,20.68,20.64  Ts:2.39  RH:69.50,69.79,69.31  L:39,91,667  SPL:110  I:0.01[22/04/14 - 10:25:09:016] 
22.4.2014 10:25:10  Ta:21.25,21.50  Th:21.00,20.66,20.61  Ts:2.39  RH:69.50,69.74,69.31  L:39,89,666  SPL:59  I:0.01[22/04/14 - 10:25:11:902] 
22.4.2014 10:25:13  Ta:21.25,21.50  Th:21.00,20.68,20.62  Ts:2.39  RH:69.50,69.72,69.28  L:39,90,666  SPL:139  I:0.01[22/04/14 - 10:25:14:786] 
22.4.2014 10:25:16  Ta:21.25,21.50  Th:21.10,20.66,20.63  Ts:2.39  RH:69.50,69.69,69.29  L:39,89,666  SPL:201  I:0.01[22/04/14 - 10:25:17:672] 
22.4.2014 10:25:18  Ta:21.25,21.50  Th:21.00,20.69,20.60  Ts:2.39  RH:69.40,69.68,69.28  L:39,89,665  SPL:156  I:0.01[22/04/14 - 10:25:20:560] 
22.4.2014 10:25:21  Ta:21.25,21.50  Th:21.10,20.68,20.61  Ts:2.39  RH:69.50,69.64,69.28  L:39,89,666  SPL:127  I:0.01[22/04/14 - 10:25:23:447] 
22.4.2014 10:25:24  Ta:21.25,21.50  Th:21.00,20.68,20.60  Ts:2.39  RH:69.40,69.62,69.25  L:39,91,667  SPL:138  I:0.01[22/04/14 - 10:25:26:338] 
22.4.2014 10:25:27  Ta:21.25,21.50  Th:21.00,20.69,20.60  Ts:2.39  RH:69.40,69.62,69.28  L:39,90,669  SPL:148  I:0.01[22/04/14 - 10:25:29:222] 
22.4.2014 10:25:30  Ta:21.25,21.50  Th:21.00,20.66,20.61  Ts:2.39  RH:69.40,69.61,69.28  L:39,91,669  SPL:162  I:0.00[22/04/14 - 10:25:32:122] 
22.4.2014 10:25:33  Ta:21.25,21.50  Th:21.00,20.65,20.58  Ts:2.39  RH:69.40,69.63,69.28  L:39,90,670  SPL:161  I:0.01[22/04/14 - 10:25:35:007] 
22.4.2014 10:25:36  Ta:21.25,21.50  Th:21.00,20.66,20.60  Ts:2.39  RH:69.40,69.64,69.28  L:39,90,668  SPL:108  I:0.01[22/04/14 - 10:25:37:894] 
22.4.2014 10:25:39  Ta:21.25,21.50  Th:21.00,20.66,20.58  Ts:2.39  RH:69.30,69.66,69.28  L:39,90,668  SPL:94  I:0.01[22/04/14 - 10:25:40:784] 
22.4.2014 10:25:42  Ta:21.25,21.50  Th:21.10,20.66,20.60  Ts:2.39  RH:69.50,69.64,69.25  L:39,94,669  SPL:303  I:0.01[22/04/14 - 10:25:43:688] 
22.4.2014 10:25:44  Ta:21.31,21.50  Th:21.10,20.66,20.59  Ts:2.39  RH:69.40,69.61,69.28  L:39,92,670  SPL:54  I:0.01[22/04/14 - 10:25:46:590] 
22.4.2014 10:25:47  Ta:21.31,21.56  Th:21.00,20.68,20.61  Ts:2.39  RH:69.30,69.61,69.27  L:39,93,668  SPL:75  I:0.01[22/04/14 - 10:25:49:474] 
22.4.2014 10:25:50  Ta:21.25,21.50  Th:21.00,20.65,20.59  Ts:2.39  RH:69.30,69.61,69.27  L:39,95,670  SPL:97  I:0.01[22/04/14 - 10:25:52:374] 
22.4.2014 10:25:53  Ta:21.25,21.50  Th:21.00,20.66,20.57  Ts:2.39  RH:69.30,69.60,69.27  L:39,95,669  SPL:107  I:0.01[22/04/14 - 10:25:55:260] 
22.4.2014 10:25:56  Ta:21.25,21.50  Th:21.00,20.66,20.57  Ts:2.39  RH:69.30,69.61,69.24  L:39,95,668  SPL:123  I:0.01[22/04/14 - 10:25:58:150] 
22.4.2014 10:25:59  Ta:21.31,21.56  Th:21.00,20.65,20.56  Ts:2.39  RH:69.30,69.62,69.24  L:39,94,668  SPL:2  I:0.01[22/04/14 - 10:26:01:038] 
22.4.2014 10:26:02  Ta:21.31,21.56  Th:21.00,20.65,20.56  Ts:2.39  RH:69.30,69.59,69.25  L:39,93,669  SPL:106  I:0.01[22/04/14 - 10:26:03:938] 
22.4.2014 10:26:05  Ta:21.31,21.56  Th:21.00,20.64,20.56  Ts:2.39  RH:69.30,69.58,69.24  L:39,95,671  SPL:119  I:0.01[22/04/14 - 10:26:06:824] 
22.4.2014 10:26:08  Ta:21.31,21.56  Th:21.00,20.63,20.57  Ts:2.39  RH:69.30,69.57,69.25  L:39,94,670  SPL:75  I:0.01[22/04/14 - 10:26:09:711] 
22.4.2014 10:26:10  Ta:21.31,21.56  Th:21.00,20.65,20.56  Ts:2.39  RH:69.30,69.55,69.24  L:39,94,670  SPL:86  I:0.01[22/04/14 - 10:26:12:600] 
22.4.2014 10:26:13  Ta:21.31,21.56  Th:21.00,20.64,20.56  Ts:2.39  RH:69.20,69.56,69.24  L:39,93,670  SPL:10  I:0.01[22/04/14 - 10:26:15:488] 
22.4.2014 10:26:16  Ta:21.31,21.56  Th:21.00,20.64,20.56  Ts:2.39  RH:69.20,69.56,69.21  L:39,94,671  SPL:116  I:0.01[22/04/14 - 10:26:18:375] 
22.4.2014 10:26:19  Ta:21.31,21.56  Th:21.00,20.64,20.56  Ts:2.39  RH:69.20,69.54,69.18  L:39,95,669  SPL:76  I:0.01[22/04/14 - 10:26:21:275] 
22.4.2014 10:26:22  Ta:21.31,21.56  Th:21.00,20.64,20.57  Ts:2.39  RH:69.20,69.50,69.18  L:57,95,669  SPL:163  I:0.01[22/04/14 - 10:26:24:159] 
22.4.2014 10:26:25  Ta:21.25,21.56  Th:21.00,20.64,20.56  Ts:2.39  RH:69.20,69.51,69.15  L:39,93,669  SPL:177  I:0.01[22/04/14 - 10:26:27:044] 
22.4.2014 10:26:28  Ta:21.25,21.50  Th:21.00,20.64,20.54  Ts:2.39  RH:69.20,69.52,69.18  L:39,95,671  SPL:113  I:0.01[22/04/14 - 10:26:29:934] 
22.4.2014 10:26:31  Ta:21.25,21.50  Th:21.00,20.65,20.58  Ts:2.39  RH:69.20,69.49,69.16  L:39,95,669  SPL:40  I:0.01[22/04/14 - 10:26:32:824] 
22.4.2014 10:26:34  Ta:21.25,21.50  Th:21.00,20.64,20.57  Ts:2.39  RH:69.20,69.48,69.15  L:57,96,670  SPL:127  I:0.01[22/04/14 - 10:26:35:713] 
22.4.2014 10:26:37  Ta:21.25,21.50  Th:21.00,20.64,20.60  Ts:2.39  RH:69.10,69.46,69.16  L:57,96,673  SPL:33  I:0.01[22/04/14 - 10:26:38:614] 
22.4.2014 10:26:39  Ta:21.25,21.50  Th:21.00,20.65,20.59  Ts:2.39  RH:69.10,69.43,69.13  L:57,96,672  SPL:150  I:0.01[22/04/14 - 10:26:41:500] 
22.4.2014 10:26:42  Ta:21.31,21.50  Th:21.00,20.65,20.58  Ts:2.39  RH:69.20,69.39,69.10  L:57,96,671  SPL:110  I:0.01[22/04/14 - 10:26:44:389] 
22.4.2014 10:26:45  Ta:21.25,21.50  Th:21.00,20.65,20.59  Ts:2.39  RH:69.10,69.37,69.10  L:57,96,671  SPL:203  I:0.01[22/04/14 - 10:26:47:277] 
22.4.2014 10:26:48  Ta:21.31,21.50  Th:21.00,20.64,20.56  Ts:2.39  RH:69.10,69.36,69.06  L:57,96,675  SPL:146  I:0.01[22/04/14 - 10:26:50:167] 
22.4.2014 10:26:51  Ta:21.31,21.50  Th:21.00,20.64,20.56  Ts:2.39  RH:69.10,69.37,69.07  L:57,96,675  SPL:90  I:0.01[22/04/14 - 10:26:53:055] 
22.4.2014 10:26:54  Ta:21.31,21.50  Th:21.00,20.63,20.56  Ts:2.39  RH:69.10,69.39,69.09  L:57,96,671  SPL:182  I:0.01[22/04/14 - 10:26:55:954] 
22.4.2014 10:26:57  Ta:21.25,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.10,69.42,69.12  L:57,96,675  SPL:134  I:0.01[22/04/14 - 10:26:58:829] 
22.4.2014 10:27:00  Ta:21.25,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.10,69.45,69.12  L:57,96,672  SPL:126  I:0.01[22/04/14 - 10:27:01:717] 
22.4.2014 10:27:02  Ta:21.25,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.10,69.48,69.12  L:57,96,671  SPL:64  I:0.01[22/04/14 - 10:27:04:606] 
22.4.2014 10:27:05  Ta:21.31,21.50  Th:21.00,20.60,20.54  Ts:2.39  RH:69.10,69.50,69.12  L:57,96,671  SPL:157  I:0.01[22/04/14 - 10:27:07:493] 
22.4.2014 10:27:08  Ta:21.25,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.10,69.49,69.12  L:57,96,673  SPL:119  I:0.01[22/04/14 - 10:27:10:393] 
22.4.2014 10:27:11  Ta:21.31,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.10,69.48,69.12  L:57,96,674  SPL:98  I:0.01[22/04/14 - 10:27:13:279] 
22.4.2014 10:27:14  Ta:21.31,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.10,69.48,69.12  L:57,96,672  SPL:137  I:0.01[22/04/14 - 10:27:16:167] 
22.4.2014 10:27:17  Ta:21.31,21.50  Th:21.00,20.63,20.53  Ts:2.39  RH:69.10,69.48,69.15  L:57,96,674  SPL:112  I:0.01[22/04/14 - 10:27:19:055] 
22.4.2014 10:27:20  Ta:21.31,21.50  Th:21.00,20.63,20.54  Ts:2.39  RH:69.10,69.46,69.15  L:57,96,672  SPL:230  I:0.01[22/04/14 - 10:27:21:971] 
22.4.2014 10:27:23  Ta:21.31,21.56  Th:21.00,20.64,20.53  Ts:2.39  RH:69.10,69.44,69.15  L:57,96,673  SPL:57  I:0.01[22/04/14 - 10:27:24:857] 
22.4.2014 10:27:26  Ta:21.31,21.50  Th:21.00,20.62,20.53  Ts:2.39  RH:69.10,69.45,69.18  L:57,96,674  SPL:96  I:0.01[22/04/14 - 10:27:27:745] 
22.4.2014 10:27:29  Ta:21.31,21.50  Th:21.00,20.63,20.55  Ts:2.39  RH:69.10,69.46,69.18  L:57,96,674  SPL:2  I:0.01[22/04/14 - 10:27:30:632] 
22.4.2014 10:27:31  Ta:21.31,21.50  Th:21.00,20.63,20.55  Ts:2.39  RH:69.10,69.46,69.18  L:57,96,674  SPL:94  I:0.01[22/04/14 - 10:27:33:533] 
22.4.2014 10:27:34  Ta:21.31,21.50  Th:21.00,20.60,20.54  Ts:2.39  RH:69.10,69.47,69.21  L:57,96,673  SPL:76  I:0.01[22/04/14 - 10:27:36:422] 
22.4.2014 10:27:37  Ta:21.31,21.50  Th:21.00,20.62,20.53  Ts:2.39  RH:69.10,69.50,69.21  L:57,96,673  SPL:182  I:0.01[22/04/14 - 10:27:39:309] 
22.4.2014 10:27:40  Ta:21.25,21.50  Th:21.00,20.63,20.53  Ts:2.39  RH:69.10,69.49,69.18  L:57,96,673  SPL:65  I:0.01[22/04/14 - 10:27:42:198] 
22.4.2014 10:27:43  Ta:21.31,21.50  Th:21.00,20.63,20.52  Ts:2.39  RH:69.10,69.50,69.21  L:57,96,673  SPL:7  I:0.01[22/04/14 - 10:27:45:086] 
22.4.2014 10:27:46  Ta:21.31,21.50  Th:21.00,20.63,20.54  Ts:2.39  RH:69.10,69.50,69.21  L:57,96,673  SPL:128  I:0.01[22/04/14 - 10:27:47:975] 
22.4.2014 10:27:49  Ta:21.31,21.50  Th:21.00,20.63,20.55  Ts:2.39  RH:69.10,69.50,69.21  L:57,96,675  SPL:98  I:0.01[22/04/14 - 10:27:50:876] 
22.4.2014 10:27:52  Ta:21.31,21.50  Th:21.00,20.63,20.56  Ts:2.39  RH:69.10,69.50,69.21  L:57,96,676  SPL:207  I:0.01[22/04/14 - 10:27:53:766] 
22.4.2014 10:27:55  Ta:21.31,21.50  Th:21.00,20.64,20.56  Ts:2.39  RH:69.20,69.49,69.21  L:57,96,675  SPL:2  I:0.01[22/04/14 - 10:27:56:654] 
22.4.2014 10:27:57  Ta:21.31,21.50  Th:21.00,20.64,20.54  Ts:2.39  RH:69.10,69.48,69.21  L:57,96,676  SPL:73  I:0.01[22/04/14 - 10:27:59:542] 
22.4.2014 10:28:00  Ta:21.31,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.10,69.49,69.21  L:57,96,674  SPL:135  I:0.01[22/04/14 - 10:28:02:431] 
22.4.2014 10:28:03  Ta:21.31,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.10,69.53,69.18  L:57,96,673  SPL:190  I:0.01[22/04/14 - 10:28:05:320] 
22.4.2014 10:28:06  Ta:21.31,21.50  Th:21.00,20.63,20.54  Ts:2.39  RH:69.10,69.52,69.21  L:57,96,676  SPL:7  I:0.01[22/04/14 - 10:28:08:220] 
22.4.2014 10:28:09  Ta:21.31,21.50  Th:21.00,20.63,20.56  Ts:2.39  RH:69.20,69.52,69.18  L:57,96,676  SPL:128  I:0.01[22/04/14 - 10:28:11:109] 
22.4.2014 10:28:12  Ta:21.31,21.50  Th:21.00,20.62,20.52  Ts:2.39  RH:69.10,69.54,69.21  L:57,96,673  SPL:109  I:0.01[22/04/14 - 10:28:13:999] 
22.4.2014 10:28:15  Ta:21.31,21.50  Th:21.00,20.64,20.55  Ts:2.39  RH:69.20,69.53,69.24  L:57,96,673  SPL:11  I:0.01[22/04/14 - 10:28:16:889] 
22.4.2014 10:28:18  Ta:21.31,21.50  Th:21.00,20.63,20.53  Ts:2.39  RH:69.20,69.52,69.24  L:57,96,674  SPL:47  I:0.01[22/04/14 - 10:28:19:778] 
22.4.2014 10:28:21  Ta:21.31,21.50  Th:21.00,20.61,20.53  Ts:2.39  RH:69.20,69.54,69.27  L:57,96,673  SPL:56  I:0.01[22/04/14 - 10:28:22:666] 
22.4.2014 10:28:23  Ta:21.31,21.50  Th:21.00,20.62,20.55  Ts:2.39  RH:69.20,69.53,69.27  L:57,96,673  SPL:102  I:0.01[22/04/14 - 10:28:25:553] 
22.4.2014 10:28:26  Ta:21.31,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.20,69.53,69.24  L:57,96,677  SPL:44  I:0.01[22/04/14 - 10:28:28:454] 
22.4.2014 10:28:29  Ta:21.31,21.50  Th:21.00,20.62,20.54  Ts:2.39  RH:69.20,69.56,69.23  L:57,96,675  SPL:167  I:0.01[22/04/14 - 10:28:31:340] 
22.4.2014 10:28:32  Ta:21.31,21.50  Th:21.00,20.61,20.52  Ts:2.39  RH:69.20,69.57,69.23  L:57,96,674  SPL:95  I:0.01[22/04/14 - 10:28:34:227] 
22.4.2014 10:28:35  Ta:21.31,21.50  Th:21.00,20.61,20.52  Ts:2.39  RH:69.20,69.57,69.21  L:57,96,675  SPL:59  I:0.01[22/04/14 - 10:28:37:114] 
22.4.2014 10:28:38  Ta:21.31,21.50  Th:21.00,20.63,20.54  Ts:2.39  RH:69.20,69.58,69.24  L:57,96,672  SPL:91  I:0.01[22/04/14 - 10:28:40:014] 
22.4.2014 10:28:41  Ta:21.31,21.50  Th:21.00,20.63,20.54  Ts:2.39  RH:69.20,69.59,69.24  L:57,96,672  SPL:200  I:0.01[22/04/14 - 10:28:42:899] 
22.4.2014 10:28:44  Ta:21.31,21.50  Th:21.00,20.63,20.55  Ts:2.39  RH:69.30,69.58,69.27  L:57,96,673  SPL:100  I:0.01[22/04/14 - 10:28:45:789] 
22.4.2014 10:28:47  Ta:21.31,21.50  Th:21.00,20.64,20.55  Ts:2.39  RH:69.20,69.56,69.27  L:57,96,673  SPL:182  I:0.01[22/04/14 - 10:28:48:678] 
22.4.2014 10:28:49  Ta:21.31,21.56  Th:21.00,20.63,20.57  Ts:2.39  RH:69.30,69.54,69.27  L:57,96,672  SPL:135  I:0.01[22/04/14 - 10:28:51:566] 
22.4.2014 10:28:52  Ta:21.31,21.50  Th:21.00,20.64,20.55  Ts:2.39  RH:69.30,69.53,69.27  L:57,96,673  SPL:183  I:0.01[22/04/14 - 10:28:54:455] 
22.4.2014 10:28:55  Ta:21.31,21.50  Th:21.00,20.65,20.56  Ts:2.39  RH:69.30,69.52,69.24  L:57,96,675  SPL:70  I:0.01[22/04/14 - 10:28:57:340] 
22.4.2014 10:28:58  Ta:21.31,21.56  Th:21.00,20.64,20.56  Ts:2.39  RH:69.30,69.53,69.24  L:57,96,672  SPL:224  I:0.01[22/04/14 - 10:29:00:230] 
22.4.2014 10:29:01  Ta:21.31,21.56  Th:21.00,20.62,20.56  Ts:2.39  RH:69.30,69.56,69.27  L:57,96,675  SPL:99  I:0.01[22/04/14 - 10:29:03:147] 
22.4.2014 10:29:04  Ta:21.31,21.50  Th:21.00,20.64,20.56  Ts:2.39  RH:69.30,69.57,69.30  L:57,96,674  SPL:38  I:0.01[22/04/14 - 10:29:06:032] 
22.4.2014 10:29:07  Ta:21.31,21.56  Th:21.00,20.62,20.55  Ts:2.39  RH:69.30,69.56,69.27  L:57,96,672  SPL:45  I:0.01[22/04/14 - 10:29:08:920] 
22.4.2014 10:29:10  Ta:21.31,21.50  Th:21.00,20.64,20.56  Ts:2.39  RH:69.30,69.58,69.30  L:57,96,671  SPL:113  I:0.01[22/04/14 - 10:29:11:809] 
22.4.2014 10:29:13  Ta:21.31,21.56  Th:21.00,20.62,20.55  Ts:2.39  RH:69.30,69.58,69.27  L:57,96,673  SPL:194  I:0.01[22/04/14 - 10:29:14:698] 
22.4.2014 10:29:15  Ta:21.31,21.56  Th:21.00,20.62,20.57  Ts:2.39  RH:69.30,69.61,69.24  L:57,96,674  SPL:139  I:0.01[22/04/14 - 10:29:17:598] 
22.4.2014 10:29:18  Ta:21.31,21.56  Th:21.00,20.63,20.57  Ts:2.39  RH:69.30,69.61,69.24  L:57,96,670  SPL:1  I:0.01[22/04/14 - 10:29:20:485] 
22.4.2014 10:29:21  Ta:21.31,21.56  Th:21.00,20.62,20.57  Ts:2.39  RH:69.30,69.59,69.24  L:57,96,674  SPL:4  I:0.01[22/04/14 - 10:29:23:385] 
22.4.2014 10:29:24  Ta:21.31,21.56  Th:21.00,20.64,20.58  Ts:2.39  RH:69.30,69.56,69.21  L:57,96,674  SPL:110  I:0.01[22/04/14 - 10:29:26:270] 
22.4.2014 10:29:27  Ta:21.31,21.56  Th:21.00,20.62,20.57  Ts:2.39  RH:69.30,69.54,69.22  L:57,96,671  SPL:95  I:0.01[22/04/14 - 10:29:29:157] 
22.4.2014 10:29:30  Ta:21.31,21.50  Th:21.00,20.64,20.56  Ts:2.39  RH:69.30,69.53,69.21  L:57,96,670  SPL:196  I:0.01[22/04/14 - 10:29:32:046] 
22.4.2014 10:29:33  Ta:21.31,21.56  Th:21.00,20.62,20.58  Ts:2.39  RH:69.30,69.55,69.21  L:57,96,669  SPL:187  I:0.01[22/04/14 - 10:29:34:936] 
22.4.2014 10:29:36  Ta:21.31,21.56  Th:21.00,20.61,20.55  Ts:2.39  RH:69.30,69.59,69.24  L:57,96,672  SPL:89  I:0.01[22/04/14 - 10:29:37:836] 
22.4.2014 10:29:39  Ta:21.31,21.56  Th:21.00,20.63,20.56  Ts:2.39  RH:69.30,69.58,69.24  L:57,96,670  SPL:57  I:0.01[22/04/14 - 10:29:40:724] 
